,ID Cliente,Abandono,Género,Adulto mayor,Con pareja,Dependientes,Antigüedad,Servicio Telefónico,Líneas Múltiples,Servicio de Internet,Seguridad Online,Copia de Seguridad Online,Protección Dispositivo,Soporte Técnico,Streaming TV,Streaming Películas,Tipo de contrato,Facturación Sin Papel,Método de Pago,Cargos Mensuales,Cargos Totales,Cargos Diarios,Numero de Servicios
6204,8515-OCTJS,Sí,Femenino,No,No,No,25,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Tarjeta de crédito (automático),24.75,692.1,0.825,2
6205,8519-IMDHU,Sí,Masculino,Sí,Sí,No,15,Sí,1,Fibra óptica,0,0,0,0,0,1,Mensual,Sí,Transferencia bancaria (automática),85.6,1345.55,2.853333333333333,4
6206,8519-QJGJD,Sí,Femenino,No,No,No,14,Sí,0,Fibra óptica,0,0,1,0,0,0,Mensual,No,Cheque electrónico,75.35,1025.95,2.5116666666666663,3
6208,8532-UEFWH,No,Masculino,No,Sí,Sí,52,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,25.75,1345.85,0.8583333333333333,2
6209,8535-SFUTN,No,Masculino,No,No,No,61,Sí,1,Fibra óptica,1,0,1,0,1,1,Mensual,Sí,Cheque electrónico,106.45,6300.15,3.5483333333333333,7
6210,8540-ZQGEA,No,Femenino,No,Sí,No,54,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Tarjeta de crédito (automático),20.05,1102.4,0.6683333333333333,1
6211,8541-QVFKM,No,Femenino,No,No,No,8,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,73.5,632.2,2.45,3
6212,8543-MSDMF,No,Masculino,No,No,No,3,Sí,0,DSL,1,0,1,0,1,1,Mensual,Sí,Cheque electrónico,77.4,206.15,2.58,6
6213,8544-GOQSH,No,Femenino,No,No,No,14,Sí,0,Fibra óptica,0,1,0,1,0,0,Mensual,Sí,Tarjeta de crédito (automático),80.05,1112.3,2.6683333333333334,4
6214,8544-JNBOX,No,Masculino,No,No,No,72,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,Sí,Cheque por correo,20.8,1521.2,0.6933333333333334,1
6215,8547-NSBBO,No,Masculino,No,No,No,35,Sí,1,Fibra óptica,1,1,1,1,0,0,Mensual,Sí,Cheque por correo,96.75,3403.4,3.225,7
6216,8548-AWOFC,No,Masculino,No,Sí,No,66,Sí,1,DSL,0,0,0,1,0,1,Mensual,No,Cheque electrónico,63.85,4264.6,2.1283333333333334,5
6217,8550-XSXUQ,No,Masculino,No,Sí,No,48,Sí,1,DSL,0,1,1,0,0,1,Anual,Sí,Tarjeta de crédito (automático),70.55,3420.5,2.3516666666666666,6
6218,8552-OBVRU,No,Femenino,Sí,Sí,Sí,48,Sí,0,Fibra óptica,1,0,1,1,1,1,Mensual,Sí,Cheque electrónico,104.5,5068.05,3.4833333333333334,7
6219,8559-CIZFV,Sí,Masculino,No,Sí,Sí,21,Sí,1,DSL,1,1,0,1,1,0,Anual,No,Cheque por correo,77.5,1625.0,2.5833333333333335,7
6220,8559-WNQZS,No,Masculino,No,No,No,1,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,20.45,20.45,0.6816666666666666,1
6221,8561-NMTBD,No,Femenino,No,Sí,Sí,67,Sí,1,Fibra óptica,0,1,1,1,1,1,Anual,Sí,Tarjeta de crédito (automático),112.35,7388.45,3.7449999999999997,8
6222,8562-GHPPI,No,Femenino,No,No,No,1,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Tarjeta de crédito (automático),19.8,19.8,0.66,1
6223,8563-IIOXK,Sí,Masculino,No,Sí,Sí,7,Sí,0,DSL,1,0,0,0,0,0,Anual,Sí,Cheque electrónico,49.75,331.3,1.6583333333333334,3
6224,8563-OYMQY,No,Masculino,No,No,No,17,Sí,0,Fibra óptica,0,1,1,0,0,1,Mensual,Sí,Tarjeta de crédito (automático),90.95,1612.2,3.0316666666666667,5
6225,8564-LDKFL,No,Masculino,No,Sí,No,40,Sí,1,Fibra óptica,0,1,1,0,1,1,Anual,Sí,Transferencia bancaria (automática),106.0,4178.65,3.533333333333333,7
6226,8565-CLBZW,Sí,Masculino,No,No,No,24,Sí,1,Fibra óptica,0,0,1,0,1,0,Mensual,Sí,Cheque por correo,89.85,2165.05,2.9949999999999997,5
6227,8565-HBFNN,No,Masculino,No,Sí,No,69,Sí,1,Fibra óptica,1,1,1,1,0,1,Anual,Sí,Tarjeta de crédito (automático),107.2,7317.1,3.5733333333333333,8
6228,8565-WUXZU,No,Masculino,Sí,Sí,No,72,Sí,0,Fibra óptica,1,1,0,1,0,0,Semestral,Sí,Tarjeta de crédito (automático),84.8,6141.65,2.8266666666666667,5
6229,8566-YPRGL,No,Femenino,No,No,No,1,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,Sí,Cheque por correo,19.5,19.5,0.65,1
6230,8570-KLJYJ,No,Femenino,No,No,No,36,Sí,1,DSL,1,0,0,0,0,0,Anual,No,Cheque por correo,54.45,1893.5,1.8150000000000002,4
6231,8571-ZCMCX,No,Femenino,No,Sí,Sí,47,No,Sin servicio telefónico,DSL,1,1,1,0,1,1,Semestral,Sí,Tarjeta de crédito (automático),60.0,2768.65,2.0,6
6232,8573-CGOCC,No,Masculino,No,No,No,16,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Tarjeta de crédito (automático),19.75,294.9,0.6583333333333333,1
6233,8573-JGCZW,No,Masculino,No,No,No,17,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,Sí,Transferencia bancaria (automática),19.65,351.55,0.6549999999999999,1
6234,8577-QSOCG,No,Femenino,No,Sí,Sí,38,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,Sí,Cheque por correo,20.2,746.05,0.6733333333333333,1
6235,8580-AECUZ,Sí,Masculino,Sí,No,No,1,Sí,0,Fibra óptica,0,0,0,0,1,0,Mensual,Sí,Cheque electrónico,79.1,79.1,2.6366666666666663,3
6236,8580-QVLOC,Sí,Femenino,Sí,Sí,Sí,72,Sí,1,DSL,1,1,1,1,1,1,Semestral,No,Tarjeta de crédito (automático),92.45,6440.25,3.0816666666666666,9
6237,8582-KRHPJ,No,Masculino,No,No,No,50,No,Sin servicio telefónico,DSL,1,1,0,0,0,0,Mensual,Sí,Cheque por correo,35.0,1782.4,1.1666666666666667,3
6238,8584-KMVXD,No,Femenino,No,No,No,8,Sí,0,Fibra óptica,0,1,0,0,0,0,Mensual,No,Cheque electrónico,75.6,535.55,2.52,3
6239,8587-XYZSF,No,Masculino,No,No,No,67,Sí,0,DSL,0,0,0,1,0,0,Semestral,No,Transferencia bancaria (automática),50.55,3260.1,1.6849999999999998,3
6240,8590-OHDIW,No,Femenino,No,Sí,Sí,38,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Cheque por correo,20.3,749.35,0.6766666666666666,1
6241,8590-YFFQO,No,Masculino,No,Sí,No,70,Sí,0,DSL,1,1,1,1,0,0,Semestral,No,Tarjeta de crédito (automático),64.95,4523.25,2.165,6
6242,8591-NXRCV,No,Femenino,No,No,No,41,Sí,1,DSL,1,0,1,1,0,1,Mensual,Sí,Transferencia bancaria (automática),74.65,3090.65,2.4883333333333337,7
6243,8591-TKMZH,No,Masculino,No,Sí,Sí,59,Sí,1,Fibra óptica,1,1,0,1,1,1,Semestral,Sí,Cheque por correo,111.1,6555.2,3.703333333333333,8
6244,8592-PLTMQ,No,Femenino,No,No,No,64,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Cheque por correo,24.7,1642.75,0.8233333333333334,2
6245,8593-WHYHV,Sí,Masculino,No,No,No,3,Sí,1,Fibra óptica,0,0,0,0,0,1,Mensual,Sí,Cheque electrónico,85.3,264.8,2.8433333333333333,4
6246,8595-SIZNC,No,Femenino,Sí,Sí,No,22,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Transferencia bancaria (automática),25.6,548.8,0.8533333333333334,2
6247,8597-CTXVJ,No,Masculino,No,No,Sí,70,Sí,1,DSL,1,1,0,1,0,0,Anual,No,Transferencia bancaria (automática),64.95,4551.5,2.165,6
6248,8597-CWYHH,No,Masculino,No,No,No,43,Sí,1,Fibra óptica,0,0,0,0,1,1,Anual,No,Cheque por correo,94.35,3921.3,3.145,5
6249,8601-QACRS,Sí,Femenino,No,No,No,5,Sí,1,DSL,0,0,0,0,0,0,Mensual,Sí,Cheque por correo,50.6,249.95,1.6866666666666668,3
6250,8603-IJWDN,Sí,Masculino,No,No,No,1,Sí,1,Fibra óptica,0,0,0,0,0,1,Mensual,Sí,Cheque electrónico,86.6,86.6,2.8866666666666663,4
6251,8605-ITULD,No,Femenino,No,No,No,1,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque por correo,19.55,19.55,0.6516666666666667,1
6252,8606-CIQUL,No,Masculino,Sí,Sí,Sí,72,Sí,1,Fibra óptica,1,1,1,1,1,1,Semestral,Sí,Tarjeta de crédito (automático),115.75,8399.15,3.8583333333333334,9
6253,8606-OEGQZ,No,Femenino,No,No,Sí,18,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Tarjeta de crédito (automático),25.3,454.65,0.8433333333333334,2
6254,8608-OZTLB,No,Masculino,No,Sí,Sí,38,Sí,0,DSL,1,1,1,1,1,0,Anual,No,Cheque electrónico,74.05,2802.3,2.4683333333333333,7
6255,8610-WFCJF,Sí,Femenino,No,Sí,Sí,49,Sí,1,Fibra óptica,0,0,0,0,1,1,Mensual,Sí,Cheque electrónico,95.6,4783.5,3.1866666666666665,5
6256,8610-ZIKJJ,No,Femenino,No,Sí,Sí,2,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Cheque por correo,20.3,31.9,0.6766666666666666,1
6257,8612-GXIDD,No,Masculino,No,Sí,Sí,12,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,Sí,Transferencia bancaria (automática),25.4,313.0,0.8466666666666666,2
6258,8614-VGMMV,Sí,Femenino,No,No,No,15,Sí,1,DSL,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,49.1,679.55,1.6366666666666667,3
6259,8617-ENBDS,No,Masculino,No,No,No,3,Sí,0,Fibra óptica,0,0,1,0,0,0,Mensual,Sí,Tarjeta de crédito (automático),73.6,232.5,2.453333333333333,3
6260,8619-IJNDK,No,Femenino,No,Sí,Sí,71,Sí,0,DSL,1,1,1,1,0,0,Semestral,No,Tarjeta de crédito (automático),64.05,4492.9,2.135,6
6261,8620-RJPZN,No,Femenino,No,No,No,1,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque electrónico,20.7,20.7,0.69,1
6262,8621-MNIHH,Sí,Femenino,Sí,Sí,No,34,Sí,1,Fibra óptica,0,1,1,0,0,1,Mensual,Sí,Cheque electrónico,94.25,3217.55,3.1416666666666666,6
6263,8622-ZLFKO,No,Femenino,No,Sí,No,6,Sí,1,Fibra óptica,0,1,0,0,0,1,Mensual,Sí,Cheque electrónico,90.75,512.25,3.025,5
6264,8623-TMRBY,Sí,Masculino,Sí,Sí,Sí,51,Sí,1,Fibra óptica,0,1,1,0,0,0,Mensual,Sí,Cheque electrónico,84.2,4146.05,2.8066666666666666,5
6265,8623-ULFNQ,No,Femenino,Sí,No,No,26,Sí,1,DSL,0,0,0,1,0,1,Mensual,Sí,Cheque electrónico,66.05,1652.4,2.2016666666666667,5
6266,8624-GIOUT,Sí,Femenino,No,No,No,49,Sí,1,DSL,1,1,0,0,0,0,Mensual,Sí,Tarjeta de crédito (automático),59.75,2934.3,1.9916666666666667,5
6267,8625-AZYZY,Sí,Masculino,No,Sí,No,24,Sí,1,Fibra óptica,0,1,1,0,1,1,Mensual,Sí,Cheque electrónico,104.65,2542.45,3.4883333333333337,7
6268,8626-PTQGE,No,Masculino,No,No,No,69,No,Sin servicio telefónico,DSL,1,1,0,1,1,1,Semestral,Sí,Transferencia bancaria (automática),60.05,4176.7,2.0016666666666665,6
6269,8626-XHBIE,No,Masculino,No,No,Sí,56,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,Sí,Cheque por correo,24.8,1424.2,0.8266666666666667,2
6270,8627-EHGIP,Sí,Masculino,No,No,No,44,No,Sin servicio telefónico,DSL,0,1,1,0,1,1,Anual,Sí,Cheque por correo,53.95,2375.4,1.7983333333333333,5
6271,8627-ZYGSZ,No,Masculino,No,Sí,No,47,Sí,1,Fibra óptica,0,1,0,0,0,0,Anual,Sí,Cheque electrónico,78.9,3650.35,2.6300000000000003,4
6272,8628-MFKAX,No,Femenino,Sí,Sí,No,72,Sí,1,Fibra óptica,1,1,1,1,1,1,Semestral,Sí,Tarjeta de crédito (automático),116.75,8277.05,3.8916666666666666,9
6273,8630-FJLIB,No,Femenino,No,No,No,18,Sí,0,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,69.8,1221.65,2.3266666666666667,2
6274,8630-QSGXK,No,Masculino,No,Sí,No,51,Sí,1,DSL,0,0,0,1,1,1,Semestral,Sí,Transferencia bancaria (automática),75.2,3901.25,2.506666666666667,6
6275,8631-NBHFZ,Sí,Masculino,Sí,Sí,Sí,66,Sí,1,DSL,1,1,1,1,1,0,Semestral,No,Tarjeta de crédito (automático),79.4,5154.6,2.646666666666667,8
6276,8631-WUXGY,No,Femenino,No,No,Sí,46,Sí,0,Fibra óptica,0,1,1,0,1,1,Mensual,Sí,Cheque electrónico,99.8,4391.25,3.3266666666666667,6
6277,8631-XVRZL,No,Masculino,No,No,No,9,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,Sí,Cheque por correo,20.15,163.7,0.6716666666666666,1
6278,8634-CILSZ,Sí,Masculino,No,No,No,69,Sí,1,Fibra óptica,0,1,0,1,1,1,Anual,Sí,Transferencia bancaria (automática),104.7,7220.35,3.49,7
6279,8634-MPHTR,Sí,Masculino,Sí,Sí,No,47,Sí,1,Fibra óptica,0,0,1,0,1,1,Mensual,Sí,Cheque electrónico,100.05,4871.05,3.335,6
6280,8637-XJIVR,Sí,Femenino,No,No,No,12,Sí,1,Fibra óptica,1,0,0,0,0,0,Mensual,Sí,Cheque electrónico,78.95,927.35,2.631666666666667,4
6281,8639-NHQEI,No,Femenino,No,Sí,Sí,72,Sí,1,Fibra óptica,1,1,0,0,1,0,Semestral,Sí,Transferencia bancaria (automática),95.9,6954.15,3.1966666666666668,6
6282,8640-SDGKB,Sí,Masculino,No,No,No,4,Sí,0,DSL,0,0,1,1,1,1,Mensual,Sí,Cheque electrónico,74.4,299.7,2.48,6
6283,8642-GVWRF,Sí,Femenino,No,Sí,No,2,Sí,0,Fibra óptica,0,1,1,0,0,0,Mensual,No,Transferencia bancaria (automática),79.7,165.0,2.6566666666666667,4
6284,8644-XLFBW,Sí,Masculino,Sí,No,No,1,Sí,0,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,71.65,71.65,2.3883333333333336,2
6285,8644-XYTSV,No,Masculino,No,Sí,No,42,No,Sin servicio telefónico,DSL,1,0,0,0,1,0,Mensual,Sí,Transferencia bancaria (automática),40.15,1626.05,1.3383333333333334,3
6286,8645-KOMJQ,No,Masculino,No,Sí,Sí,69,Sí,1,DSL,0,1,1,1,1,1,Semestral,Sí,Transferencia bancaria (automática),81.95,5601.4,2.731666666666667,8
6287,8645-KWHJO,No,Masculino,No,No,No,14,No,Sin servicio telefónico,DSL,0,0,1,1,1,1,Mensual,Sí,Cheque electrónico,55.0,771.95,1.8333333333333333,5
6288,8646-JCOMS,No,Femenino,No,Sí,No,66,Sí,1,Fibra óptica,0,1,1,1,0,0,Anual,Sí,Transferencia bancaria (automática),90.55,6130.95,3.018333333333333,6
6289,8647-SDTWQ,No,Masculino,No,Sí,Sí,57,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,74.3,4018.35,2.4766666666666666,3
6290,8648-PFRMP,No,Femenino,Sí,No,No,14,No,Sin servicio telefónico,DSL,0,0,0,0,1,1,Mensual,Sí,Cheque electrónico,46.35,672.7,1.5450000000000002,3
6292,8650-RHRKE,Sí,Masculino,No,No,No,4,No,Sin servicio telefónico,DSL,0,0,1,0,0,0,Mensual,Sí,Cheque electrónico,29.65,118.5,0.9883333333333333,2
6293,8651-ENBZX,Sí,Femenino,Sí,No,No,60,Sí,1,Fibra óptica,0,0,1,1,1,1,Anual,Sí,Cheque electrónico,106.0,6441.4,3.533333333333333,7
6294,8652-YHIYU,No,Femenino,No,No,Sí,16,Sí,1,Fibra óptica,0,0,0,1,0,0,Anual,Sí,Tarjeta de crédito (automático),79.5,1264.2,2.65,4
6295,8654-DHAOW,No,Femenino,No,No,No,2,Sí,1,DSL,0,1,0,0,0,0,Mensual,No,Cheque por correo,54.15,101.65,1.805,4
6296,8659-HDIYE,No,Femenino,Sí,No,No,64,Sí,1,DSL,0,1,1,1,0,1,Mensual,No,Tarjeta de crédito (automático),74.65,4869.35,2.4883333333333337,7
6297,8659-IOOPU,No,Femenino,No,Sí,Sí,71,Sí,1,Fibra óptica,1,0,1,1,0,1,Semestral,No,Cheque electrónico,100.45,7159.7,3.3483333333333336,7
6298,8660-BUETV,No,Femenino,No,No,No,3,Sí,0,DSL,0,0,0,0,0,0,Mensual,No,Cheque por correo,44.75,148.05,1.4916666666666667,2
6299,8661-BOYNW,No,Femenino,No,Sí,No,72,Sí,1,DSL,1,0,1,1,1,1,Semestral,Sí,Tarjeta de crédito (automático),84.4,6096.45,2.8133333333333335,8
6300,8663-UPDGF,No,Femenino,No,No,No,26,Sí,1,DSL,1,1,0,0,1,0,Mensual,Sí,Transferencia bancaria (automática),69.5,1800.05,2.316666666666667,6
6301,8665-UTDHZ,Sí,Masculino,No,Sí,Sí,1,No,Sin servicio telefónico,DSL,0,1,0,0,0,0,Mensual,No,Cheque electrónico,30.2,30.2,1.0066666666666666,2
6302,8668-KNZTI,No,Masculino,No,No,No,52,Sí,0,DSL,1,0,1,0,0,0,Anual,No,Cheque electrónico,53.75,2790.65,1.7916666666666667,4
6303,8670-ERCJH,No,Masculino,No,No,No,72,Sí,1,Fibra óptica,1,1,1,1,1,1,Semestral,No,Transferencia bancaria (automática),113.4,8164.1,3.7800000000000002,9
6304,8670-MEFCP,No,Femenino,No,Sí,Sí,36,Sí,1,DSL,1,1,1,1,1,1,Semestral,Sí,Tarjeta de crédito (automático),92.9,3379.25,3.0966666666666667,9
6305,8671-KKKOS,No,Femenino,No,Sí,No,46,No,Sin servicio telefónico,DSL,1,1,0,0,1,0,Mensual,No,Cheque electrónico,45.55,2062.15,1.5183333333333333,4
6306,8672-OAUPW,No,Masculino,No,No,Sí,51,Sí,0,DSL,0,0,0,1,0,0,Anual,No,Tarjeta de crédito (automático),47.85,2356.75,1.595,3
6307,8676-OOQEJ,No,Masculino,No,No,No,4,No,Sin servicio telefónico,DSL,0,0,0,1,0,0,Mensual,No,Cheque electrónico,30.5,118.4,1.0166666666666666,2
6308,8676-TRMJS,Sí,Masculino,No,No,No,3,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,No,Cheque por correo,75.0,209.1,2.5,3
6309,8677-HDZEE,No,Femenino,No,No,No,56,Sí,1,Fibra óptica,0,1,0,1,1,1,Mensual,Sí,Transferencia bancaria (automática),105.45,5916.95,3.515,7
6310,8679-JOEVF,Sí,Femenino,Sí,No,No,16,Sí,0,DSL,0,0,0,1,1,0,Mensual,No,Cheque electrónico,59.4,1023.9,1.98,4
6311,8679-LZBMD,No,Masculino,No,Sí,No,44,Sí,0,Fibra óptica,0,0,0,0,1,1,Anual,Sí,Transferencia bancaria (automática),90.65,3974.15,3.021666666666667,4
6312,8680-CGLTP,No,Masculino,No,No,No,29,Sí,0,DSL,1,1,0,1,0,0,Anual,Sí,Cheque electrónico,58.75,1696.2,1.9583333333333333,5
6313,8681-ICONS,No,Masculino,No,Sí,Sí,29,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,Sí,Cheque por correo,20.65,654.85,0.6883333333333332,1
6314,8685-WHQPW,Sí,Femenino,Sí,No,No,22,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Transferencia bancaria (automática),74.4,1692.6,2.48,3
6315,8687-BAFGU,No,Masculino,No,No,No,1,Sí,0,Fibra óptica,0,0,0,1,0,0,Mensual,No,Cheque electrónico,74.0,74.0,2.466666666666667,3
6316,8690-UPCZI,No,Masculino,No,Sí,Sí,29,Sí,1,DSL,1,0,0,1,1,0,Anual,No,Transferencia bancaria (automática),69.05,1958.45,2.3016666666666667,6
6317,8690-ZVLCL,No,Femenino,No,Sí,Sí,68,Sí,1,DSL,1,1,1,1,1,1,Semestral,No,Tarjeta de crédito (automático),88.0,6161.9,2.933333333333333,9
6318,8695-ARGXZ,No,Masculino,Sí,Sí,No,34,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,75.55,2425.4,2.518333333333333,3
6319,8695-WDYEA,No,Masculino,No,No,No,1,Sí,0,DSL,1,0,0,0,0,0,Mensual,No,Cheque por correo,51.25,51.25,1.7083333333333333,3
6320,8696-JKZNU,Sí,Femenino,Sí,No,No,37,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,76.25,2841.55,2.5416666666666665,3
6321,8699-ASUFO,Sí,Masculino,Sí,Sí,No,7,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque por correo,74.4,527.9,2.48,3
6322,8701-DGLVH,No,Masculino,No,No,No,51,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,20.45,1042.65,0.6816666666666666,1
6323,8705-DWKTI,No,Masculino,No,No,No,52,Sí,0,Fibra óptica,0,0,1,0,0,1,Mensual,Sí,Tarjeta de crédito (automático),83.8,4331.4,2.7933333333333334,4
6324,8705-WZCYL,No,Masculino,No,No,No,1,Sí,0,DSL,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,44.8,44.8,1.4933333333333332,2
6325,8706-HRADD,No,Masculino,No,No,No,21,No,Sin servicio telefónico,DSL,1,0,0,1,1,0,Mensual,Sí,Cheque por correo,43.55,1011.5,1.4516666666666667,4
6326,8707-HOEDG,No,Femenino,No,Sí,Sí,70,Sí,1,Fibra óptica,0,1,1,1,1,1,Semestral,Sí,Cheque electrónico,110.2,7689.8,3.6733333333333333,8
6327,8707-RMEZH,No,Femenino,Sí,Sí,No,69,Sí,0,Fibra óptica,1,1,0,0,0,1,Anual,No,Tarjeta de crédito (automático),87.3,6055.55,2.9099999999999997,5
6328,8708-XPXHZ,Sí,Femenino,No,Sí,Sí,42,Sí,1,Fibra óptica,0,0,0,0,1,1,Mensual,Sí,Cheque electrónico,94.2,4186.3,3.14,5
6329,8709-KRDVL,No,Femenino,No,No,No,33,Sí,1,Fibra óptica,0,1,0,0,1,1,Mensual,Sí,Cheque electrónico,100.0,3320.6,3.3333333333333335,6
6330,8710-YGLWG,No,Masculino,No,No,No,1,Sí,0,DSL,0,0,0,0,0,0,Mensual,Sí,Cheque por correo,44.9,44.9,1.4966666666666666,2
6331,8711-LOBKY,No,Masculino,No,Sí,Sí,59,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,19.85,1188.25,0.6616666666666667,1
6332,8713-IGZSO,No,Masculino,No,No,No,2,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque por correo,24.85,62.0,0.8283333333333334,2
6333,8714-CTZJW,No,Femenino,No,No,No,4,Sí,0,Fibra óptica,0,0,1,0,0,1,Mensual,Sí,Tarjeta de crédito (automático),82.85,319.6,2.7616666666666663,4
6334,8714-EUHJO,Sí,Femenino,No,Sí,Sí,31,Sí,1,Fibra óptica,0,1,0,0,0,1,Mensual,Sí,Cheque electrónico,91.15,2995.45,3.0383333333333336,5
6335,8715-KKTFG,No,Femenino,No,Sí,No,61,Sí,1,Fibra óptica,0,0,1,1,1,1,Anual,Sí,Transferencia bancaria (automática),103.3,6518.35,3.4433333333333334,7
6336,8717-VCTXJ,No,Masculino,No,No,No,42,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,Sí,Cheque por correo,19.55,839.4,0.6516666666666667,1
6337,8718-PTMEZ,Sí,Femenino,No,No,No,13,No,Sin servicio telefónico,DSL,0,1,0,0,0,0,Mensual,Sí,Cheque electrónico,31.05,347.25,1.035,2
6338,8720-RQSBJ,No,Masculino,Sí,No,No,1,Sí,0,DSL,0,0,0,0,0,0,Mensual,No,Cheque electrónico,44.0,44.0,1.4666666666666666,2
6339,8722-NGNBH,Sí,Masculino,No,No,No,5,No,Sin servicio telefónico,DSL,1,0,1,1,0,0,Mensual,No,Cheque por correo,40.0,223.45,1.3333333333333333,4
6340,8722-PRFDV,No,Femenino,No,Sí,Sí,71,Sí,0,DSL,1,0,1,0,1,1,Semestral,No,Tarjeta de crédito (automático),77.55,5574.35,2.585,6
6341,8725-JEDFD,No,Masculino,No,No,No,27,Sí,0,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque por correo,69.05,1793.25,2.3016666666666667,2
